"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","CPI","TOT","AGRWTH","M","2015-07",-0.1982161,
"IRL","CPI","TOT","AGRWTH","M","2015-08",0,
"IRL","CPI","TOT","AGRWTH","M","2015-09",-0.1984127,
"IRL","CPI","TOT","AGRWTH","M","2015-10",-0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2015-11",-0.1994018,
"IRL","CPI","TOT","AGRWTH","M","2015-12",0.1001001,
"IRL","CPI","TOT","AGRWTH","M","2016-01",0.1009082,
"IRL","CPI","TOT","AGRWTH","M","2016-02",-0.1003009,
"IRL","CPI","TOT","AGRWTH","M","2016-03",-0.2991027,
"IRL","CPI","TOT","AGRWTH","M","2016-04",-0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2016-05",0,
"IRL","CPI","TOT","AGRWTH","M","2016-06",0.4955401,
"IRL","CPI","TOT","AGRWTH","M","2016-07",0.4965243,
"IRL","CPI","TOT","AGRWTH","M","2016-08",-0.09891197,
"IRL","CPI","TOT","AGRWTH","M","2016-09",0,
"IRL","CPI","TOT","AGRWTH","M","2016-10",-0.2988048,
"IRL","CPI","TOT","AGRWTH","M","2016-11",-0.0999001,
"IRL","CPI","TOT","AGRWTH","M","2016-12",0,
"IRL","CPI","TOT","AGRWTH","M","2017-01",0.3024194,
"IRL","CPI","TOT","AGRWTH","M","2017-02",0.502008,
"IRL","CPI","TOT","AGRWTH","M","2017-03",0.7,
"IRL","CPI","TOT","AGRWTH","M","2017-04",0.8982036,
"IRL","CPI","TOT","AGRWTH","M","2017-05",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2017-06",-0.3944773,
"IRL","CPI","TOT","AGRWTH","M","2017-07",-0.1976285,
"IRL","CPI","TOT","AGRWTH","M","2017-08",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2017-09",0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2017-10",0.5994006,
"IRL","CPI","TOT","AGRWTH","M","2017-11",0.5,
"IRL","CPI","TOT","AGRWTH","M","2017-12",0.4,
"IRL","CPI","TOT","AGRWTH","M","2018-01",0.201005,
"IRL","CPI","TOT","AGRWTH","M","2018-02",0.4995005,
"IRL","CPI","TOT","AGRWTH","M","2018-03",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2018-04",-0.3956479,
"IRL","CPI","TOT","AGRWTH","M","2018-05",0.3964321,
"IRL","CPI","TOT","AGRWTH","M","2018-06",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2018-07",0.7920792,
"IRL","CPI","TOT","AGRWTH","M","2018-08",0.6903353,
"IRL","CPI","TOT","AGRWTH","M","2018-09",0.8928571,
"IRL","CPI","TOT","AGRWTH","M","2018-10",0.8937438,
"IRL","CPI","TOT","AGRWTH","M","2018-11",0.5970149,
"IRL","CPI","TOT","AGRWTH","M","2018-12",0.6972111,
"IRL","CPI","TOT","AGRWTH","M","2019-01",0.7021063,
"IRL","CPI","TOT","AGRWTH","M","2019-02",0.5964215,
"IRL","CPI","TOT","AGRWTH","M","2019-03",1.090188,
"IRL","CPI","TOT","AGRWTH","M","2019-04",1.688183,
"IRL","CPI","TOT","AGRWTH","M","2019-05",0.9871668,
"IRL","CPI","TOT","AGRWTH","M","2019-06",1.084813,
"IRL","CPI","TOT","AGRWTH","M","2019-07",0.4911591,
"IRL","CPI","TOT","AGRWTH","M","2019-08",0.6856024,
"IRL","CPI","TOT","AGRWTH","M","2019-09",0.8849558,
"IRL","CPI","TOT","AGRWTH","M","2019-10",0.6889764,
